id,numero,tipo,titulo,texto
3909758360,33231,issue,Callifornia housing dataset link is not available,"### Describe the bug and give evidence about its user-facing impact

The link: https://www.dcc.fc.up.pt/~ltorgo/Regression/cal_housing.tgz redirects to 504 Gateway Time-out.

### Steps/Code to Reproduce

Dataset link issue.

### Expected Results

The link might get changed.

### Actual Results

504 Gateway Time-out


### Versions

```shell
System:
    python: 3.12.12 (main, Oct 10 2025, 08:52:57) [GCC 11.4.0]
executable: /usr/bin/python3
   machine: Linux-6.6.105+-x86_64-with-glibc2.35

Python dependencies:
      sklearn: 1.6.1
          pip: 24.1.2
   setuptools: 75.2.0
        numpy: 2.0.2
        scipy: 1.16.3
       Cython: 3.0.12
       pandas: 2.2.2
   matplotlib: 3.10.0
       joblib: 1.5.3
threadpoolctl: 3.6.0

Built with OpenMP: True

threadpoolctl info:
       user_api: blas
   internal_api: openblas
    num_threads: 2
         prefix: libscipy_openblas
       filepath: /usr/local/lib/python3.12/dist-packages/numpy.libs/libscipy_openblas64_-99b71e71.so
        version: 0.3.27
threading_layer: pthreads
   architecture: Haswell

       user_api: blas
   internal_api: openblas
    num_threads: 2
         prefix: libscipy_openblas
       filepath: /usr/local/lib/python3.12/dist-packages/scipy.libs/libscipy_openblas-b75cc656.so
        version: 0.3.29.dev
threading_layer: pthreads
   architecture: Haswell

       user_api: openmp
   internal_api: openmp
    num_threads: 2
         prefix: libgomp
       filepath: /usr/local/lib/python3.12/dist-packages/scikit_learn.libs/libgomp-a34b3233.so.1.0.0
        version: None
```

### Interest in fixing the bug

Please correct the link in the repo."
3908478218,33230,issue,permutation_importance → pkg_resources is deprecated as an API,"### Describe the bug and give evidence about its user-facing impact

The permutation_importance() in combination with import hyperopt causes UserWarning about deprecated pkg_resources from multiprocessing with reference of removal as early as 2025-11-30 as example below shows. 

### Steps/Code to Reproduce

```
import numpy as np
from sklearn.linear_model import LogisticRegression as LR
from sklearn.inspection import permutation_importance
import hyperopt  # ◄ with this import the warning is triggered 

s = 100
X = np.random.rand(s,10)
y = np.random.randint(0, 2, size=(s, 1)).ravel()
m = LR().fit(X,y)

permutation_importance(
            m, X, y, 
            n_repeats=10, 
            random_state=42, 
            scoring='roc_auc',
            n_jobs=-1
)
```

### Expected Results

no UserWarning regardless other imports


### Actual Results

/usr/lib/python3.12/multiprocessing/queues.py:122: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  return _ForkingPickler.loads(res)
/usr/lib/python3.12/multiprocessing/queues.py:122: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  return _ForkingPickler.loads(res)
/usr/lib/python3.12/multiprocessing/queues.py:122: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  return _ForkingPickler.loads(res)
/usr/lib/python3.12/multiprocessing/queues.py:122: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  return _ForkingPickler.loads(res)
/usr/lib/python3.12/multiprocessing/queues.py:122: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  return _ForkingPickler.loads(res)
/usr/lib/python3.12/multiprocessing/queues.py:122: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  return _ForkingPickler.loads(res)
/usr/lib/python3.12/multiprocessing/queues.py:122: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  return _ForkingPickler.loads(res)
/usr/lib/python3.12/multiprocessing/queues.py:122: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  return _ForkingPickler.loads(res)
/usr/lib/python3.12/multiprocessing/queues.py:122: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  return _ForkingPickler.loads(res)
/usr/lib/python3.12/multiprocessing/queues.py:122: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  return _ForkingPickler.loads(res)

### Versions

```shell
System:
    python: 3.12.3 (main, Jan 22 2026, 20:57:42) [GCC 13.3.0]
executable: /x-venv-3.12/bin/python3
   machine: Linux-6.17.0-14-generic-x86_64-with-glibc2.39

Python dependencies:
      sklearn: 1.8.0
          pip: 24.0
   setuptools: 80.9.0
        numpy: 2.3.5
        scipy: 1.15.3
       Cython: None
       pandas: 3.0.0
   matplotlib: 3.10.8
       joblib: 1.5.1
threadpoolctl: 3.6.0

Built with OpenMP: True

threadpoolctl info:
       user_api: blas
   internal_api: openblas
    num_threads: 32
         prefix: libscipy_openblas
       filepath: /x-venv-3.12/lib/python3.12/site-packages/numpy.libs/libscipy_openblas64_-fdde5778.so
        version: 0.3.30
threading_layer: pthreads
   architecture: SkylakeX

       user_api: blas
   internal_api: openblas
    num_threads: 32
         prefix: libscipy_openblas
       filepath: /x-venv-3.12/lib/python3.12/site-packages/scipy.libs/libscipy_openblas-68440149.so
        version: 0.3.28
threading_layer: pthreads
   architecture: SkylakeX

       user_api: openmp
   internal_api: openmp
    num_threads: 32
         prefix: libgomp
       filepath: /x-venv-3.12/lib/python3.12/site-packages/scikit_learn.libs/libgomp-e985bcbb.so.1.0.0
        version: None

       user_api: openmp
   internal_api: openmp
    num_threads: 32
         prefix: libgomp
       filepath: /usr/lib/x86_64-linux-gnu/libgomp.so.1.0.0
        version: None
```

### Interest in fixing the bug

?"
3863109548,33230,comentario,,"A straightforward and low-risk way to address this would be to deduplicate the warning and ensure it is emitted only once.

The deprecation warning itself is valid and originates from a third-party dependency, so suppressing it entirely would not be appropriate. However, repeatedly emitting the same warning during multiprocessing result collection does not add additional value and can be confusing for users.

Emitting a single, contextualized warning would preserve transparency about the underlying issue while avoiding excessive noise, without affecting results or scikit-learn’s public API."
3907116254,33227,issue,Segmentation fault with free-threaded in `test_gpr_correct_error_message`,"Noticed in https://github.com/scikit-learn/scikit-learn/pull/33221 see [build log](https://github.com/scikit-learn/scikit-learn/actions/runs/21751910937/job/62751865357?pr=33221)

```
gaussian_process/tests/test_gpc.py ····································· [ 15%]
······                                                                   [ 15%]
gaussian_process/tests/test_gpr.py ····································· [ 15%]
Fatal Python error: Segmentation fault

<Cannot show all threads while the GIL is disabled>
Stack (most recent call first):
  File ""/home/runner/work/scikit-learn/scikit-learn/sklearn/gaussian_process/kernels.py"", line 280 in hyperparameters
  File ""/home/runner/work/scikit-learn/scikit-learn/sklearn/gaussian_process/kernels.py"", line 301 in theta
  File ""/home/runner/work/scikit-learn/scikit-learn/sklearn/gaussian_process/kernels.py"", line 273 in n_dims
  File ""/home/runner/work/scikit-learn/scikit-learn/sklearn/gaussian_process/_gpr.py"", line 302 in fit
  File ""/home/runner/work/scikit-learn/scikit-learn/sklearn/base.py"", line 1347 in wrapper
  File ""/home/runner/work/scikit-learn/scikit-learn/sklearn/gaussian_process/tests/test_gpr.py"", line 430 in test_gpr_correct_error_message
  File ""/home/runner/miniconda3/envs/testvenv/lib/python3.14t/site-packages/pytest_run_parallel/plugin.py"", line 80 in closure
  File ""/home/runner/miniconda3/envs/testvenv/lib/python3.14t/threading.py"", line 1024 in run
  File ""/home/runner/miniconda3/envs/testvenv/lib/python3.14t/threading.py"", line 1082 in _bootstrap_inner
  File ""/home/runner/miniconda3/envs/testvenv/lib/python3.14t/threading.py"", line 1044 in _bootstrap

Current thread's C stack trace (most recent call first):
  Binary file ""python"", at _Py_DumpStack+0x4a [0x55af10bf2982]
  Binary file ""python"", at +0x16a1a8 [0x55af10bfd1a8]
  Binary file ""/lib/x86_64-linux-gnu/libc.so.6"", at +0x45330 [0x7f8384445330]
  Binary file ""python"", at +0x18b5a0 [0x55af10c1e5a0]
  Binary file ""python"", at +0x1921b0 [0x55af10c251b0]
  Binary file ""python"", at +0x1907bb [0x55af10c237bb]
  Binary file ""python"", at +0x19e926 [0x55af10c31926]
  Binary file ""python"", at +0x2e84fc [0x55af10d7b4fc]
  Binary file ""python"", at +0x2e857f [0x55af10d7b57f]
  Binary file ""python"", at +0x2e7c61 [0x55af10d7ac61]
  Binary file ""python"", at +0x19b967 [0x55af10c2e967]
  Binary file ""python"", at PyObject_Dir+0x44 [0x55af10d57354]
  Binary file ""python"", at +0x2c42e6 [0x55af10d572e6]
  Binary file ""python"", at +0x1e21d9 [0x55af10c751d9]
  Binary file ""python"", at _PyObject_MakeTpCall+0x3fb [0x55af10c3347b]
  Binary file ""python"", at _PyEval_EvalFrameDefault+0x14e1 [0x55af10c4cba1]
  Binary file ""python"", at +0x1ef6db [0x55af10c826db]
  Binary file ""python"", at PyObject_CallOneArg+0x58 [0x55af10c8a498]
  Binary file ""python"", at _PyObject_GenericGetAttrWithDict+0x32d [0x55af10c739cd]
  Binary file ""python"", at PyObject_GetAttr+0x44 [0x55af10c37004]
  Binary file ""python"", at _PyEval_EvalFrameDefault+0x1133 [0x55af10c4c7f3]
  Binary file ""python"", at +0x1ef6db [0x55af10c826db]
  Binary file ""python"", at PyObject_CallOneArg+0x58 [0x55af10c8a498]
  Binary file ""python"", at _PyObject_GenericGetAttrWithDict+0x32d [0x55af10c739cd]
  Binary file ""python"", at PyObject_GetAttr+0x44 [0x55af10c37004]
  Binary file ""python"", at _PyEval_EvalFrameDefault+0x1133 [0x55af10c4c7f3]
  Binary file ""python"", at +0x1ef6db [0x55af10c826db]
  Binary file ""python"", at PyObject_CallOneArg+0x58 [0x55af10c8a498]
  Binary file ""python"", at _PyObject_GenericGetAttrWithDict+0x32d [0x55af10c739cd]
  Binary file ""python"", at PyObject_GetAttr+0x44 [0x55af10c37004]
  Binary file ""python"", at _PyEval_EvalFrameDefault+0x1133 [0x55af10c4c7f3]
  Binary file ""python"", at +0x1b5100 [0x55af10c48100]
  <truncated rest of calls>

Extension modules: numpy._core._multiarray_umath, numpy.linalg._umath_linalg, sklearn.__check_build._check_build, cython.cimports.libc.math, _cyutility, scipy._cyutility, scipy._lib._ccallback_c, numpy.random._common, numpy.random.bit_generator, numpy.random._bounded_integers, numpy.random._pcg64, numpy.random._generator, numpy.random._mt19937, numpy.random._philox, numpy.random._sfc64, numpy.random.mtrand, scipy.sparse._sparsetools, _csparsetools, scipy.sparse._csparsetools, scipy.special._ufuncs_cxx, scipy.special._ellip_harm_2, scipy.special._special_ufuncs, scipy.special._gufuncs, scipy.special._ufuncs, scipy.special._specfun, scipy.special._comb, scipy.linalg._fblas, scipy.linalg._flapack, scipy.linalg.cython_lapack, scipy.linalg._cythonized_array_utils, scipy.linalg._solve_toeplitz, scipy.linalg._batched_linalg, scipy.linalg._decomp_lu_cython, scipy.linalg._matfuncs_schur_sqrtm, scipy.linalg._matfuncs_expm, scipy.linalg._linalg_pythran, scipy.linalg.cython_blas, scipy.linalg._decomp_update, scipy.sparse.linalg._dsolve._superlu, scipy.sparse.linalg._eigen.arpack._arpacklib, scipy.sparse.linalg._propack, scipy.spatial._ckdtree, scipy._lib.messagestream, scipy.spatial._qhull, scipy.spatial._voronoi, scipy.spatial._hausdorff, scipy.spatial._distance_wrap, scipy.spatial.transform._rotation_cy, scipy.spatial.transform._rigid_transform_cy, scipy.optimize._group_columns, scipy.optimize._trlib._trlib, scipy.optimize._lbfgsb, _moduleTNC, scipy.optimize._moduleTNC, scipy.optimize._slsqplib, scipy.optimize._minpack, scipy.optimize._lsq.givens_elimination, scipy.optimize._zeros, scipy._lib._uarray._uarray, scipy.linalg._decomp_interpolative, scipy.optimize._bglu_dense, scipy.optimize._lsap, scipy.optimize._direct, scipy.integrate._odepack, scipy.integrate._quadpack, scipy.integrate._vode, scipy.integrate._dop, scipy.interpolate._fitpack, scipy.interpolate._dfitpack, scipy.interpolate._dierckx, scipy.interpolate._ppoly, scipy.interpolate._interpnd, scipy.interpolate._rbfinterp_pythran, scipy.interpolate._rgi_cython, scipy.special.cython_special, scipy.stats._stats, scipy.stats._biasedurn, scipy.stats._stats_pythran, scipy.stats._levy_stable.levyst, scipy.stats._ansari_swilk_statistics, scipy.sparse.csgraph._tools, scipy.sparse.csgraph._shortest_path, scipy.sparse.csgraph._traversal, scipy.sparse.csgraph._min_spanning_tree, scipy.sparse.csgraph._flow, scipy.sparse.csgraph._matching, scipy.sparse.csgraph._reordering, scipy.stats._sobol, scipy.stats._qmc_cy, scipy.stats._rcont.rcont, scipy.stats._qmvnt_cy, scipy.ndimage._nd_image, scipy.ndimage._rank_filter_1d, _ni_label, scipy.ndimage._ni_label, sklearn._cyutility, sklearn.utils._isfinite, sklearn.utils.sparsefuncs_fast, sklearn.utils.murmurhash, sklearn.utils._openmp_helpers, sklearn.preprocessing._csr_polynomial_expansion, sklearn.preprocessing._target_encoder_fast, scipy.io.matlab._mio_utils, scipy.io.matlab._streams, scipy.io.matlab._mio5_utils, sklearn.datasets._svmlight_format_fast, sklearn.utils._random, sklearn.utils._vector_sentinel, sklearn.feature_extraction._hashing_fast, _loss, sklearn._loss._loss, sklearn.metrics.cluster._expected_mutual_info_fast, sklearn.metrics._dist_metrics, sklearn.metrics._pairwise_distances_reduction._datasets_pair, sklearn.utils._cython_blas, sklearn.metrics._pairwise_distances_reduction._base, sklearn.metrics._pairwise_distances_reduction._middle_term_computer, sklearn.utils._heap, sklearn.utils._sorting, sklearn.metrics._pairwise_distances_reduction._argkmin, sklearn.metrics._pairwise_distances_reduction._argkmin_classmode, sklearn.metrics._pairwise_distances_reduction._radius_neighbors, sklearn.metrics._pairwise_distances_reduction._radius_neighbors_classmode, sklearn.metrics._pairwise_fast, sklearn.utils._fast_dict, sklearn.cluster._hierarchical_fast, sklearn.cluster._k_means_common, sklearn.cluster._k_means_elkan, sklearn.cluster._k_means_lloyd, sklearn.cluster._k_means_minibatch, sklearn.cluster._dbscan_inner, sklearn.neighbors._partition_nodes, sklearn.neighbors._ball_tree, sklearn.neighbors._kd_tree, sklearn.utils.arrayfuncs, sklearn.utils._seq_dataset, sklearn.linear_model._cd_fast, sklearn.linear_model._sag_fast, sklearn.svm._liblinear, sklearn.svm._libsvm, sklearn.svm._libsvm_sparse, sklearn.utils._weight_vector, sklearn.linear_model._sgd_fast, sklearn.decomposition._online_lda_fast, sklearn.decomposition._cdnmf_fast, sklearn.cluster._hdbscan._tree, sklearn.cluster._hdbscan._linkage, sklearn.cluster._hdbscan._reachability, sklearn._isotonic, sklearn.tree._utils, sklearn.tree._tree, sklearn.tree._partitioner, sklearn.tree._splitter, sklearn.tree._criterion, sklearn.neighbors._quad_tree, sklearn.manifold._barnes_hut_tsne, sklearn.manifold._utils, scipy.cluster._vq, scipy.cluster._hierarchy, scipy.cluster._optimal_leaf_ordering, sklearn.ensemble._gradient_boosting, sklearn.ensemble._hist_gradient_boosting.common, sklearn.ensemble._hist_gradient_boosting._gradient_boosting, sklearn.ensemble._hist_gradient_boosting._binning, sklearn.ensemble._hist_gradient_boosting._bitset, sklearn.ensemble._hist_gradient_boosting.histogram, sklearn.ensemble._hist_gradient_boosting._predictor, sklearn.ensemble._hist_gradient_boosting.splitting, sklearn.svm._newrand, sklearn.utils._typedefs (total: 170)
build_tools/azure/test_script.sh: line 92:  3809 Segmentation fault      (core dumped) python -m pytest --showlocals --durations=20 --junitxml=test-data.xml -o junit_family=legacy --parallel-threads 4 --iterations 1 --pyargs sklearn
···········································
Error: Process completed with exit code 139.
```"
3861022316,33227,comentario,,"I can not reproduce it locally with the command below but since `hyperparameters` is in the stack-trace I am wondering whether this is a variant of https://github.com/scikit-learn/scikit-learn/issues/33152 (which I was not able to reproduce either) 🤔?
```
pytest sklearn/gaussian_process/tests/test_gpr.py --parallel-threads 4 --iterations 100
```

Edit: probably not a variation since there is no share state through parametrization contrary to #33152 ...
https://github.com/scikit-learn/scikit-learn/blob/bf223d9c21d3f85de90592f69b9a8710fecbc939/sklearn/gaussian_process/tests/test_gpr.py#L418-L430"
3905897335,33220,issue,ENH partial_dependence should not require to inherit from BaseEstimator,"### Current status
`partial_dependence` requires that an estimator has `__sklearn_tags__` which basically requires that it inherits from `BaseEstimator`.
```py
import numpy as np
from sklearn.inspection import partial_dependence

X, y = np.arange(5)[:, None], 2.0 * np.arange(5)

def predict(X):
    return np.full(shape=X.shape[0], fill_value=2)

class WrapPredict():
    def fit(self, X, y=None):
        self.is_fitted_ = True
        return self

    def predict(self, X):
        return predict(X)

predict_instance = WrapPredict().fit(X)

partial_dependence(predict_instance, X=X, features=0)
```
errors with
```
AttributeError: The following error was raised: 'WrapPredict' object has no attribute '__sklearn_tags__'. It seems that there are no classes that implement `__sklearn_tags__` in the MRO and/or all classes in the MRO call `super().__sklearn_tags__()`. Make sure to inherit from `BaseEstimator` which implements `__sklearn_tags__` (or alternatively define `__sklearn_tags__` but we don't recommend this approach). Note that `BaseEstimator` needs to be on the right side of other Mixins in the inheritance order.
```

### Proposal
Avoid at least the necessity of `__sklearn_tags__`, i.e., the above `WrapPredict` should pass.

#### Other
This is a bit related to #33003."
3861325035,33220,comentario,,"> which basically requires that it inherits from BaseEstimator.

What prevents you from inheriting from `BaseEstimator` ?
inheriting from `BaseEstimator` is now mandatory to be scikit-learn compatible, in the sense of passing estimator checks. I guess it's like that since 1.6.0 iirc."
3861395414,33220,comentario,,What if you hve a pytorch model? All you want is to call the predict method in order to inspect it. But now all of a sudden you need to inherit from BaseEstimator.
3861410076,33220,comentario,,ping @glemaitre @adrinjalali 
3905725309,33219,issue,HDBSCAN fails when using cluster_selection_epsilon,"### Describe the bug and give evidence about its user-facing impact

When using `HDBSCAN` with `cluster_selection_epsilon` set to at least 0.015 (for my dataset), I get a `TypeError`.


I only get the error when using `cluster_selection_epsilon`. I don't get this error when using the `hdbscan` package (version 0.8.41) directly.

### Steps/Code to Reproduce

Edit: I finally was able to reproduce the issue with synthetic data by playing around with `cluster_selection_epsilon` and you don't need precomputed distances:

```python
from sklearn.cluster import HDBSCAN
import numpy as np

rng = np.random.default_rng(0)

X = np.vstack([
    rng.normal(0, 0.2, size=(20, 2)),
    rng.normal(1, 0.2, size=(21, 2)),
])

hdb = HDBSCAN(
        min_cluster_size=5,
        min_samples=1,
        n_jobs=10,
        copy=True,
        allow_single_cluster=True,
        cluster_selection_epsilon=1
)

print(hdb.fit_predict(X))
``` 

The issue is only triggered with my specific data - I couldn't reproduce it with synthetic data. Notably, the same data works just fine with the `hdbscan` package.

```python
from hdbscan import HDBSCAN
import pandas as pd
# Bug only triggered with my specific dataset
df = pd.read_csv('bug.csv', header=None)

hdb = HDBSCAN(
        min_cluster_size=5,
        min_samples=1,
        n_jobs=10,
        metric='precomputed',
        copy=True,
        allow_single_cluster=True,
        cluster_selection_epsilon=0.015
)

print(hdb.fit_predict(df.values))
```

`bug.csv`:

```csv
0.0,0.0144234,0.014608,0.018432,0.2028331,1e-06,0.0146122,0.0108745,0.0238127,0.0289057,0.0292668
0.0144234,0.0,0.030085,0.0341493,0.2174494,0.0185183,0.0300855,0.0261329,0.0444496,0.0499432,0.0506157
0.014608,0.030085,0.0,0.0224902,0.2284748,0.0188262,0.022492,0.0147419,0.029195,0.0344591,0.0349043
0.018432,0.0341493,0.0224902,0.0,0.2288503,0.0238127,0.0035258,0.0147674,1e-06,0.0045079,0.0045573
0.2028331,0.2174494,0.2284748,0.2288503,0.0,0.2061707,0.220841,0.2293228,0.2397258,0.2299638,0.2552726
1e-06,0.0185183,0.0188262,0.0238127,0.2061707,0.0,0.0188313,0.013986,0.0238127,0.0289057,0.0292668
0.0146122,0.0300855,0.022492,0.0035258,0.220841,0.0188313,0.0,0.0186034,0.0044997,0.0091034,0.0092055
0.0108745,0.0261329,0.0147419,0.0147674,0.2293228,0.013986,0.0186034,0.0,0.0190924,0.0241502,0.0244496
0.0238127,0.0444496,0.029195,1e-06,0.2397258,0.0238127,0.0044997,0.0190924,0.0,0.0045079,0.0045573
0.0289057,0.0499432,0.0344591,0.0045079,0.2299638,0.0289057,0.0091034,0.0241502,0.0045079,0.0,0.0092227
0.0292668,0.0506157,0.0349043,0.0045573,0.2552726,0.0292668,0.0092055,0.0244496,0.0045573,0.0092227,0.0
```

### Expected Results

Using the `hdbscan` package:

```
[ 0  0  0  0 -1  0  0  0  0  0  0]
```

### Actual Results

```
Traceback (most recent call last):
  File ""bug.py"", line 16, in <module>
    print(hdb.fit_predict(df.values))
          ~~~~~~~~~~~~~~~^^^^^^^^^^^
  File "".conda/lib/python3.14/site-packages/sklearn/cluster/_hdbscan/hdbscan.py"", line 920, in fit_predict
    self.fit(X)
    ~~~~~~~~^^^
  File "".conda/lib/python3.14/site-packages/sklearn/base.py"", line 1336, in wrapper
    return fit_method(estimator, *args, **kwargs)
  File "".conda/lib/python3.14/site-packages/sklearn/cluster/_hdbscan/hdbscan.py"", line 866, in fit
    self.labels_, self.probabilities_ = tree_to_labels(
                                        ~~~~~~~~~~~~~~^
        self._single_linkage_tree_,
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^
    ...<4 lines>...
        self.max_cluster_size,
        ^^^^^^^^^^^^^^^^^^^^^^
    )
    ^
  File ""sklearn/cluster/_hdbscan/_tree.pyx"", line 61, in sklearn.cluster._hdbscan._tree.tree_to_labels
  File ""sklearn/cluster/_hdbscan/_tree.pyx"", line 75, in sklearn.cluster._hdbscan._tree.tree_to_labels
  File ""sklearn/cluster/_hdbscan/_tree.pyx"", line 751, in sklearn.cluster._hdbscan._tree._get_clusters
  File ""sklearn/cluster/_hdbscan/_tree.pyx"", line 626, in sklearn.cluster._hdbscan._tree.epsilon_search
  File ""sklearn/cluster/_hdbscan/_tree.pyx"", line 588, in sklearn.cluster._hdbscan._tree.traverse_upwards
TypeError: only 0-dimensional arrays can be converted to Python scalars
```

### Versions

```shell
System:
    python: 3.14.2 | packaged by conda-forge | (main, Jan 26 2026, 19:56:00) [GCC 14.3.0]
executable: .conda/bin/python
   machine: Linux-5.15.0-119-generic-x86_64-with-glibc2.35

Python dependencies:
      sklearn: 1.8.0
          pip: 25.3
   setuptools: 80.10.2
        numpy: 2.4.2
        scipy: 1.17.0
       Cython: None
       pandas: 3.0.0
   matplotlib: 3.10.8
       joblib: 1.5.3
threadpoolctl: 3.6.0

Built with OpenMP: True

threadpoolctl info:
       user_api: blas
   internal_api: openblas
    num_threads: 64
         prefix: libscipy_openblas
       filepath: .conda/lib/python3.14/site-packages/numpy.libs/libscipy_openblas64_-096271d3.so
        version: 0.3.31.dev
threading_layer: pthreads
   architecture: SkylakeX

       user_api: blas
   internal_api: openblas
    num_threads: 64
         prefix: libscipy_openblas
       filepath: .conda/lib/python3.14/site-packages/scipy.libs/libscipy_openblas-6cdc3b4a.so
        version: 0.3.30
threading_layer: pthreads
   architecture: SkylakeX

       user_api: openmp
   internal_api: openmp
    num_threads: 96
         prefix: libgomp
       filepath: .conda/lib/python3.14/site-packages/scikit_learn.libs/libgomp-e985bcbb.so.1.0.0
        version: None
```

### Interest in fixing the bug

I don't want to create a PR because I don't know the codebase at all.

I asked ChatGPT for possible causes and it thinks the bug might be related to tied distances, resulting in competing branches and epsilon intersects a plateau."
